SPEC_ID,NAME,RA,DEC,Z,Z_HELIO,Quality
68192,g1331175-332356,202.823,-33.399,0.01233,0.01229,4
68193,g1332105-325547,203.043625,-32.92975,0.049208,0.049166,4
68194,g1331535-331404,202.9729167,-33.23438889,0.01242,0.01238,4
68195,g1332347-315054,203.1446667,-31.84841667,0.05227,0.052229,4
68196,g1332143-324959,203.0594167,-32.83297222,0.047807,0.047766,3
68197,g1332474-323638,203.1973333,-32.6105,0.051881,0.051839,4
68198,g1331258-323202,202.8574583,-32.53383333,0.011936,0.011895,4
68199,g1333558-323842,203.4824167,-32.645,0.049961,0.04992,4
68200,g1333282-320108,203.3675417,-32.01875,0.073062,0.073019,4
68201,g1330365-321836,202.6520417,-32.31002778,0.0437,0.043658,4
68202,g1327564-322104,201.9848333,-32.35111111,0.046829,0.046788,4
68203,g1331152-313724,202.81325,-31.62319444,0.04731,0.047268,3
68204,g1327244-321800,201.8517083,-32.30002778,0.047369,0.047328,3
68205,g1328523-320946,202.218,-32.16272222,0.042079,0.042038,4
68206,g1332289-313652,203.1202917,-31.61438889,0.05063,0.050588,4
68207,g1331334-315635,202.889125,-31.94305556,0.04488,0.044838,4
68208,g1330477-315106,202.6987083,-31.85172222,0.049086,0.049045,4
68210,g1329503-314221,202.459375,-31.70588889,0.047286,0.047244,3
68211,g1327095-313820,201.7896667,-31.63891667,0.049988,0.049947,3
68212,g1329478-313625,202.4489583,-31.60694444,0.050139,0.050097,4
68213,g1330342-313142,202.6425,-31.52838889,0.050809,0.050768,4
68214,g1327137-312355,201.806875,-31.39861111,0.047195,0.047153,3
68215,g1329233-312401,202.3469167,-31.40027778,0.050285,0.050244,4
68216,g1331478-312538,202.949,-31.42730556,0.047289,0.047248,3
